index	return	risk	AAPL	AMZN	MSFT	RBLX	SPY	TSLA
0	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
1	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
2	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
3	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
4	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
5	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
6	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
7	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
8	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
9	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
10	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
11	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
12	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
13	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
14	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
15	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
16	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
17	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
18	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
19	0.01685695988629465	0.030311849999710542	0.12844940370712477	-7.95580647076805e-22	2.7939700040273983e-21	-9.860431192880453e-21	0.8715505962928753	-1.280487449907657e-20
